Transaction ID,Date,Customer ID,Gender,Age,Product Category,Sub-Category,City,ASM,RSM,Region,Quantity,Price per Unit,Taxable Amount,Profit,Discount,Total Amount
1022,09-09-2024,CUST1019,Male,18,Clothing,Caps,Kanpur,Ramash,Vishnu Dixit,North,2,1923,3846,462,13%,3346
1404,09-09-2024,CUST1125,Male,46,Electronics,Gadgets,Lucknow,Ramash,Vishnu Dixit,North,2,1845,3690,369,15%,3136
1463,10-09-2024,CUST1420,Female,54,Beauty,Appliance,Bhopal,Jansagar,Deepesh Chauhan,West,3,1523,4569,503,14%,3929
1231,10-09-2024,CUST300,Female,23,Clothing,Inner Wear,Tripur,Mahesh,Sukhsagar,South,3,1048,3144,408,12%,2766
1412,10-09-2024,CUST1165,Female,19,Electronics,Office Equipements,Ernakulam,Mahesh,Sukhsagar,South,4,1730,6920,830,13%,6020
1060,11-09-2024,CUST1057,Male,30,Beauty,Creams,Kolkata,Debojit,Ajit yadav,East,3,1823,5469,766,11%,4867
1461,11-09-2024,CUST1410,Female,18,Beauty,Dry Products,Jaipur,Ankur,Vishnu Dixit,North,2,1785,3570,464,12%,3141
1179,11-09-2024,CUST1176,Male,31,Electronics,Phone,Latur,Rakesh,Deepesh Chauhan,West,1,829,829,125,10%,746
1290,12-09-2024,CUST555,Female,30,Beauty,Dry Products,Latur,Rakesh,Deepesh Chauhan,West,2,1242,2484,347,11%,2210
1903,12-09-2024,CUST1395,Female,51,Beauty,Appliance,Kolkata,Debojit,Ajit yadav,East,4,1021,4084,449,14%,3512
1879,12-09-2024,CUST1299,Male,23,Clothing,Top,Chennai,Mahesh,Sukhsagar,South,1,1777,1777,267,10%,1599
1973,12-09-2024,CUST1675,Male,60,Clothing,Inner Wear,Bhopal,Jansagar,Deepesh Chauhan,West,1,1385,1385,153,14%,1191
1099,12-09-2024,CUST1096,Female,50,Electronics,Home Aplience,Latur,Rakesh,Deepesh Chauhan,West,4,1816,7264,1089,10%,6537
1491,12-09-2024,CUST1560,Female,60,Electronics,Phone,Bhopal,Jansagar,Deepesh Chauhan,West,3,1103,3309,430,12%,2911
1610,13-09-2024,CUST2155,Female,26,Beauty,Dry Products,Lucknow,Ramash,Vishnu Dixit,North,2,897,1794,251,11%,1596
1301,13-09-2024,CUST610,Male,30,Clothing,Tshirt,Ernakulam,Mahesh,Sukhsagar,South,4,1226,4904,637,12%,4315
1054,13-09-2024,CUST1051,Female,38,Electronics,Gadgets,Kolkata,Debojit,Ajit yadav,East,3,1915,5745,575,15%,4883
1670,14-09-2024,CUST2455,Male,27,Beauty,Creams,Ernakulam,Mahesh,Sukhsagar,South,1,588,588,82,11%,523
1415,14-09-2024,CUST1180,Male,53,Clothing,Dupatta,Kolkata,Debojit,Ajit yadav,East,2,1239,2478,223,16%,2081
1691,14-09-2024,CUST2560,Female,51,Clothing,Joggers,Chennai,Mahesh,Sukhsagar,South,3,1416,4248,552,12%,3738
1172,15-09-2024,CUST1169,Male,32,Beauty,Oils,Lucknow,Ramash,Vishnu Dixit,North,2,527,1054,126,13%,916
1932,15-09-2024,CUST1511,Female,45,Beauty,Appliance,Chennai,Mahesh,Sukhsagar,South,4,680,2720,326,13%,2366
1770,15-09-2024,CUST863,Male,32,Clothing,Tshirt,Ernakulam,Mahesh,Sukhsagar,South,1,1135,1135,159,11%,1010
1181,15-09-2024,CUST1178,Male,19,Electronics,Coumputers,Lucknow,Ramash,Vishnu Dixit,North,4,1701,6804,884,12%,5987
1086,16-09-2024,CUST1083,Male,19,Beauty,Dry Products,Jaipur,Ankur,Vishnu Dixit,North,3,1382,4146,332,17%,3441
1208,16-09-2024,CUST208,Female,34,Electronics,Beauty Products,Vizag,Mahesh,Sukhsagar,South,4,652,2608,156,19%,2112
1247,16-09-2024,CUST364,Male,41,Electronics,Phone,Vizag,Mahesh,Sukhsagar,South,2,865,1730,121,18%,1418
1489,17-09-2024,CUST1550,Male,44,Electronics,Gadgets,Jaipur,Ankur,Vishnu Dixit,North,1,960,960,144,10%,864
1719,18-09-2024,CUST2700,Female,42,Clothing,Pants,Delhi,Sanjay,Vishnu Dixit,North,2,513,1026,154,10%,923
1420,19-09-2024,CUST1205,Female,22,Clothing,Tshirt,Lucknow,Ramash,Vishnu Dixit,North,4,892,3568,499,11%,3175
1845,19-09-2024,CUST1163,Male,54,Clothing,Pants,Latur,Rakesh,Deepesh Chauhan,West,1,1967,1967,177,16%,1652
1552,19-09-2024,CUST1865,Female,49,Electronics,Gadgets,Kolkata,Debojit,Ajit yadav,East,3,771,2313,278,13%,2012
1810,19-09-2024,CUST1023,Male,59,Electronics,Gadgets,Kolkata,Debojit,Ajit yadav,East,4,1359,5436,761,11%,4838
1635,20-09-2024,CUST2280,Female,63,Electronics,Gadgets,Lucknow,Ramash,Vishnu Dixit,North,3,970,2910,262,16%,2444
1862,20-09-2024,CUST1231,Male,28,Electronics,Gadgets,Nagpur,Ganesh,Deepesh Chauhan,West,4,1996,7984,958,13%,6946
1314,21-09-2024,CUST675,Male,52,Clothing,Kurti,Mumbai,Ganesh,Deepesh Chauhan,West,4,1658,6632,663,15%,5637
1529,21-09-2024,CUST1750,Female,35,Clothing,Top,Jaipur,Ankur,Vishnu Dixit,North,3,1727,5181,777,10%,4662
1731,21-09-2024,CUST2760,Male,54,Clothing,Shirt,Latur,Rakesh,Deepesh Chauhan,West,4,922,3688,479,12%,3245
1640,21-09-2024,CUST2305,Female,51,Electronics,Coumputers,Nagpur,Ganesh,Deepesh Chauhan,West,4,1842,7368,1031,11%,6557
1653,22-09-2024,CUST2370,Male,54,Clothing,Dupatta,Jaipur,Ankur,Vishnu Dixit,North,3,1672,5016,551,14%,4313
1283,22-09-2024,CUST520,Female,18,Electronics,Office Equipements,Kolkata,Debojit,Ajit yadav,East,1,550,550,61,14%,473
1396,23-09-2024,CUST1085,Female,55,Beauty,Creams,Tripur,Mahesh,Sukhsagar,South,1,1122,1122,90,17%,931
1676,23-09-2024,CUST2485,Male,63,Electronics,Gadgets,Kolkata,Debojit,Ajit yadav,East,3,1133,3399,272,17%,2821
1729,24-09-2024,CUST2750,Male,29,Clothing,Caps,Indore,Jansagar,Deepesh Chauhan,West,4,793,3172,475,10%,2854
1648,25-09-2024,CUST2345,Male,53,Beauty,Dry Products,Kolkata,Debojit,Ajit yadav,East,4,1119,4476,268,19%,3625
1801,26-09-2024,CUST987,Male,21,Clothing,Shirt,Kanpur,Ramash,Vishnu Dixit,North,4,1075,4300,559,12%,3784
1530,29-09-2024,CUST1755,Female,18,Electronics,Beauty Products,Tripur,Mahesh,Sukhsagar,South,4,1086,4344,608,11%,3866
1597,30-09-2024,CUST2090,Male,22,Beauty,Dry Products,Chennai,Mahesh,Sukhsagar,South,4,717,2868,200,18%,2351
1785,30-09-2024,CUST923,Female,31,Beauty,Creams,Tripur,Mahesh,Sukhsagar,South,4,851,3404,306,16%,2859
1088,30-09-2024,CUST1085,Male,56,Clothing,Saree,Tripur,Mahesh,Sukhsagar,South,1,706,706,42,19%,571
1274,30-09-2024,CUST475,Female,23,Clothing,Dupatta,Mumbai,Ganesh,Deepesh Chauhan,West,2,806,1612,161,15%,1370
1328,01-10-2024,CUST745,Male,39,Beauty,Dry Products,Indore,Jansagar,Deepesh Chauhan,West,2,1420,2840,170,19%,2300
1661,01-10-2024,CUST2410,Female,44,Clothing,Inner Wear,Latur,Rakesh,Deepesh Chauhan,West,4,1947,7788,1012,12%,6853
1928,01-10-2024,CUST1495,Female,35,Clothing,Top,Mumbai,Ganesh,Deepesh Chauhan,West,4,1094,4376,262,19%,3544
1793,02-10-2024,CUST955,Male,54,Beauty,Creams,Bhopal,Jansagar,Deepesh Chauhan,West,1,1706,1706,188,14%,1467
1356,02-10-2024,CUST885,Male,50,Electronics,Gadgets,Nagpur,Ganesh,Deepesh Chauhan,West,3,984,2952,236,17%,2450
1484,03-10-2024,CUST1525,Female,19,Clothing,Inner Wear,Bhopal,Jansagar,Deepesh Chauhan,West,4,1405,5620,562,15%,4777
1234,03-10-2024,CUST312,Female,62,Electronics,Phone,Indore,Jansagar,Deepesh Chauhan,West,2,1506,3012,301,15%,2560
1947,04-10-2024,CUST1571,Male,50,Beauty,Dry Products,Vizag,Mahesh,Sukhsagar,South,1,1103,1103,77,18%,904
1651,04-10-2024,CUST2360,Male,51,Clothing,Saree,Delhi,Sanjay,Vishnu Dixit,North,3,1991,5973,777,12%,5256
1769,04-10-2024,CUST859,Female,31,Electronics,Office Equipements,Kolkata,Debojit,Ajit yadav,East,4,1510,6040,906,10%,5436
1829,05-10-2024,CUST1099,Male,61,Beauty,Appliance,Chennai,Mahesh,Sukhsagar,South,3,1054,3162,474,10%,2845
1595,06-10-2024,CUST2080,Female,18,Clothing,Caps,Vizag,Mahesh,Sukhsagar,South,4,790,3160,284,16%,2654
1642,06-10-2024,CUST2315,Female,54,Clothing,Inner Wear,Vizag,Mahesh,Sukhsagar,South,4,1510,6040,724,13%,5254
1761,06-10-2024,CUST827,Female,33,Clothing,Top,Lucknow,Ramash,Vishnu Dixit,North,1,868,868,112,12%,763
1968,06-10-2024,CUST1655,Female,48,Clothing,Shirt,Delhi,Sanjay,Vishnu Dixit,North,3,1052,3156,189,19%,2556
1807,06-10-2024,CUST1011,Female,50,Electronics,Beauty Products,Indore,Jansagar,Deepesh Chauhan,West,4,983,3932,275,18%,3224
1342,08-10-2024,CUST815,Female,43,Clothing,Shirt,Kanpur,Ramash,Vishnu Dixit,North,4,872,3488,418,13%,3034
1441,09-10-2024,CUST1310,Male,57,Beauty,Dry Products,Kanpur,Ramash,Vishnu Dixit,North,4,1529,6116,795,12%,5382
1392,09-10-2024,CUST1065,Male,27,Clothing,Caps,Vizag,Mahesh,Sukhsagar,South,2,1983,3966,476,13%,3450
1355,09-10-2024,CUST880,Female,55,Electronics,Beauty Products,Kanpur,Ramash,Vishnu Dixit,North,1,753,753,68,16%,632
1885,10-10-2024,CUST1323,Female,52,Clothing,Dupatta,Kolkata,Debojit,Ajit yadav,East,4,957,3828,344,16%,3215
1046,10-10-2024,CUST1043,Female,20,Electronics,Coumputers,Jaipur,Ankur,Vishnu Dixit,North,4,1391,5564,445,17%,4618
1249,11-10-2024,CUST372,Male,20,Clothing,Dupatta,Chennai,Mahesh,Sukhsagar,South,1,970,970,146,10%,873
1411,11-10-2024,CUST1160,Male,62,Electronics,Home Aplience,Vizag,Mahesh,Sukhsagar,South,4,823,3292,427,12%,2896
1120,12-10-2024,CUST1117,Male,60,Beauty,Appliance,Ernakulam,Mahesh,Sukhsagar,South,1,874,874,122,11%,777
1940,12-10-2024,CUST1543,Female,20,Electronics,Phone,Indore,Jansagar,Deepesh Chauhan,West,1,1539,1539,215,11%,1369
1626,13-10-2024,CUST2235,Female,26,Clothing,Caps,Latur,Rakesh,Deepesh Chauhan,West,4,1428,5712,456,17%,4740
1357,14-10-2024,CUST890,Female,40,Electronics,Phone,Vizag,Mahesh,Sukhsagar,South,3,1568,4704,329,18%,3857
1633,15-10-2024,CUST2270,Male,39,Beauty,Dry Products,Jaipur,Ankur,Vishnu Dixit,North,4,900,3600,396,14%,3096
1623,15-10-2024,CUST2220,Male,34,Clothing,Saree,Indore,Jansagar,Deepesh Chauhan,West,3,1789,5367,590,14%,4615
1047,16-10-2024,CUST1044,Female,40,Beauty,Dry Products,Mumbai,Ganesh,Deepesh Chauhan,West,3,1847,5541,388,18%,4543
1800,16-10-2024,CUST983,Male,32,Clothing,Tshirt,Lucknow,Ramash,Vishnu Dixit,North,4,1381,5524,773,11%,4916
1606,16-10-2024,CUST2135,Male,22,Electronics,Coumputers,Ernakulam,Mahesh,Sukhsagar,South,1,1678,1678,134,17%,1392
1537,17-10-2024,CUST1790,Female,21,Beauty,Creams,Mumbai,Ganesh,Deepesh Chauhan,West,1,585,585,41,18%,479
1064,17-10-2024,CUST1061,Male,49,Clothing,Shirt,Latur,Rakesh,Deepesh Chauhan,West,4,1138,4552,455,15%,3869
1780,17-10-2024,CUST903,Male,52,Electronics,Beauty Products,Tripur,Mahesh,Sukhsagar,South,2,1368,2736,383,11%,2435
1021,18-10-2024,CUST1018,Female,50,Beauty,Appliance,Bhopal,Jansagar,Deepesh Chauhan,West,1,1612,1612,209,12%,1418
1291,18-10-2024,CUST560,Male,60,Clothing,Saree,Kanpur,Ramash,Vishnu Dixit,North,2,1125,2250,293,12%,1980
1337,18-10-2024,CUST790,Male,38,Clothing,Dupatta,Kolkata,Debojit,Ajit yadav,East,1,1355,1355,95,18%,1111
1335,19-10-2024,CUST780,Female,47,Beauty,Creams,Latur,Rakesh,Deepesh Chauhan,West,4,1159,4636,417,16%,3894
1747,19-10-2024,CUST771,Male,23,Beauty,Oils,Kolkata,Debojit,Ajit yadav,East,1,554,554,39,18%,454
1965,19-10-2024,CUST1643,Male,22,Clothing,Tshirt,Mumbai,Ganesh,Deepesh Chauhan,West,4,764,3056,275,16%,2567
1589,20-10-2024,CUST2050,Female,36,Beauty,Creams,Jaipur,Ankur,Vishnu Dixit,North,2,1665,3330,500,10%,2997
1777,20-10-2024,CUST891,Male,48,Electronics,Home Aplience,Vizag,Mahesh,Sukhsagar,South,3,1172,3516,246,18%,2883
1027,21-10-2024,CUST1024,Female,38,Beauty,Oils,Indore,Jansagar,Deepesh Chauhan,West,2,1351,2702,189,18%,2215
1808,21-10-2024,CUST1015,Male,33,Beauty,Dry Products,Kanpur,Ramash,Vishnu Dixit,North,4,563,2252,135,19%,1824
1772,21-10-2024,CUST871,Male,26,Electronics,Gadgets,Lucknow,Ramash,Vishnu Dixit,North,1,670,670,80,13%,582
1030,22-10-2024,CUST1027,Female,39,Beauty,Appliance,Latur,Rakesh,Deepesh Chauhan,West,3,1661,4983,697,11%,4434
1189,23-10-2024,CUST1186,Male,63,Beauty,Appliance,Mumbai,Ganesh,Deepesh Chauhan,West,1,954,954,143,10%,858
1955,23-10-2024,CUST1603,Male,58,Clothing,Pants,Kanpur,Ramash,Vishnu Dixit,North,1,1238,1238,111,16%,1039
1345,25-10-2024,CUST830,Male,62,Electronics,Gadgets,Chennai,Mahesh,Sukhsagar,South,1,770,770,69,16%,646
1352,25-10-2024,CUST865,Male,57,Electronics,Home Aplience,Latur,Rakesh,Deepesh Chauhan,West,2,1872,3744,449,13%,3257
1901,25-10-2024,CUST1387,Male,31,Electronics,Office Equipements,Chennai,Mahesh,Sukhsagar,South,1,1847,1847,240,12%,1625
1137,26-10-2024,CUST1134,Male,46,Beauty,Appliance,Jaipur,Ankur,Vishnu Dixit,North,2,1995,3990,279,18%,3271
1193,26-10-2024,CUST1190,Male,35,Beauty,Appliance,Chennai,Mahesh,Sukhsagar,South,3,540,1620,178,14%,1393
1730,26-10-2024,CUST2755,Female,36,Clothing,Tshirt,Kolkata,Debojit,Ajit yadav,East,2,1291,2582,361,11%,2297
1562,26-10-2024,CUST1915,Male,54,Electronics,Home Aplience,Kanpur,Ramash,Vishnu Dixit,North,2,994,1988,238,13%,1729
1685,26-10-2024,CUST2530,Male,57,Electronics,Home Aplience,Kanpur,Ramash,Vishnu Dixit,North,2,1602,3204,288,16%,2691
1135,27-10-2024,CUST1132,Male,20,Clothing,Joggers,Jaipur,Ankur,Vishnu Dixit,North,2,1775,3550,320,16%,2982
1206,27-10-2024,CUST1203,Male,61,Clothing,Top,Kolkata,Debojit,Ajit yadav,East,1,809,809,65,17%,671
1854,27-10-2024,CUST1199,Male,29,Clothing,Caps,Vizag,Mahesh,Sukhsagar,South,1,1513,1513,152,15%,1286
1084,27-10-2024,CUST1081,Female,38,Electronics,Office Equipements,Jaipur,Ankur,Vishnu Dixit,North,3,1733,5199,520,15%,4419
1241,27-10-2024,CUST340,Female,23,Electronics,Office Equipements,Lucknow,Ramash,Vishnu Dixit,North,3,1875,5625,732,12%,4950
1784,27-10-2024,CUST919,Female,34,Electronics,Gadgets,Mumbai,Ganesh,Deepesh Chauhan,West,1,1024,1024,102,15%,870
1778,28-10-2024,CUST895,Female,47,Beauty,Dry Products,Vizag,Mahesh,Sukhsagar,South,4,922,3688,221,19%,2987
1043,28-10-2024,CUST1040,Female,48,Clothing,Top,Jaipur,Ankur,Vishnu Dixit,North,1,760,760,83,14%,653
1815,28-10-2024,CUST1043,Female,51,Clothing,Top,Ernakulam,Mahesh,Sukhsagar,South,3,1319,3957,356,16%,3323
1464,28-10-2024,CUST1425,Male,38,Electronics,Coumputers,Kolkata,Debojit,Ajit yadav,East,2,974,1948,194,15%,1655
1628,29-10-2024,CUST2245,Female,19,Beauty,Oils,Delhi,Sanjay,Vishnu Dixit,North,4,961,3844,230,19%,3113
1990,29-10-2024,CUST1743,Female,58,Beauty,Oils,Lucknow,Ramash,Vishnu Dixit,North,2,683,1366,191,11%,1215
1795,29-10-2024,CUST963,Male,57,Electronics,Coumputers,Jaipur,Ankur,Vishnu Dixit,North,1,1807,1807,162,16%,1517
1996,30-10-2024,CUST996,Male,62,Clothing,Inner Wear,Tripur,Mahesh,Sukhsagar,South,1,1480,1480,118,17%,1228
1608,30-10-2024,CUST2145,Female,55,Electronics,Home Aplience,Tripur,Mahesh,Sukhsagar,South,3,869,2607,156,19%,2111
1985,30-10-2024,CUST1723,Female,19,Electronics,Home Aplience,Indore,Jansagar,Deepesh Chauhan,West,2,1464,2928,263,16%,2459
1138,31-10-2024,CUST1135,Male,49,Clothing,Pants,Bhopal,Jansagar,Deepesh Chauhan,West,4,1067,4268,256,19%,3457
1318,31-10-2024,CUST695,Male,61,Clothing,Pants,Bhopal,Jansagar,Deepesh Chauhan,West,1,1694,1694,102,19%,1372
1916,01-11-2024,CUST1447,Female,32,Electronics,Office Equipements,Nagpur,Ganesh,Deepesh Chauhan,West,1,1736,1736,138,17%,1440
1454,02-11-2024,CUST1375,Female,46,Beauty,Appliance,Tripur,Mahesh,Sukhsagar,South,1,1283,1283,128,15%,1090
1348,02-11-2024,CUST845,Female,35,Electronics,Coumputers,Kolkata,Debojit,Ajit yadav,East,2,597,1194,72,19%,967
1828,02-11-2024,CUST1095,Female,33,Electronics,Phone,Tripur,Mahesh,Sukhsagar,South,4,1969,7876,472,19%,6379
2000,02-11-2024,CUST1000,Male,47,Electronics,Coumputers,Nagpur,Ganesh,Deepesh Chauhan,West,4,1642,6568,919,11%,5845
1624,03-11-2024,CUST2225,Female,34,Beauty,Creams,Mumbai,Ganesh,Deepesh Chauhan,West,3,1973,5919,592,15%,5031
1299,03-11-2024,CUST600,Male,61,Electronics,Office Equipements,Ernakulam,Mahesh,Sukhsagar,South,2,759,1518,228,10%,1366
1305,04-11-2024,CUST630,Female,18,Beauty,Appliance,Ernakulam,Mahesh,Sukhsagar,South,1,672,672,60,16%,564
1726,04-11-2024,CUST2735,Male,47,Clothing,Dupatta,Chennai,Mahesh,Sukhsagar,South,4,1848,7392,591,17%,6135
1449,04-11-2024,CUST1350,Male,25,Electronics,Coumputers,Mumbai,Ganesh,Deepesh Chauhan,West,4,1618,6472,970,10%,5824
1281,05-11-2024,CUST510,Female,29,Beauty,Oils,Kolkata,Debojit,Ajit yadav,East,4,1444,5776,750,12%,5082
1294,05-11-2024,CUST575,Female,23,Clothing,Dupatta,Nagpur,Ganesh,Deepesh Chauhan,West,3,1189,3567,356,15%,3031
1797,05-11-2024,CUST971,Male,40,Clothing,Dupatta,Kolkata,Debojit,Ajit yadav,East,3,1321,3963,277,18%,3249
1650,05-11-2024,CUST2355,Male,55,Electronics,Gadgets,Mumbai,Ganesh,Deepesh Chauhan,West,1,942,942,132,11%,838
1649,06-11-2024,CUST2350,Female,58,Clothing,Top,Mumbai,Ganesh,Deepesh Chauhan,West,2,668,1336,200,10%,1202
1029,06-11-2024,CUST1026,Female,42,Electronics,Office Equipements,Ernakulam,Mahesh,Sukhsagar,South,1,1421,1421,213,10%,1278
1896,06-11-2024,CUST1367,Female,30,Electronics,Coumputers,Jaipur,Ankur,Vishnu Dixit,North,2,1691,3382,271,17%,2807
1437,07-11-2024,CUST1290,Female,35,Electronics,Beauty Products,Vizag,Mahesh,Sukhsagar,South,4,1377,5508,385,18%,4516
1456,07-11-2024,CUST1385,Male,57,Electronics,Beauty Products,Bhopal,Jansagar,Deepesh Chauhan,West,2,1581,3162,253,17%,2624
1716,08-11-2024,CUST2685,Female,60,Clothing,Inner Wear,Tripur,Mahesh,Sukhsagar,South,4,1898,7592,607,17%,6301
1844,08-11-2024,CUST1159,Male,35,Clothing,Joggers,Kolkata,Debojit,Ajit yadav,East,3,571,1713,172,15%,1456
1284,09-11-2024,CUST525,Male,43,Clothing,Joggers,Kolkata,Debojit,Ajit yadav,East,4,1357,5428,542,15%,4613
1389,09-11-2024,CUST1050,Male,21,Clothing,Dupatta,Nagpur,Ganesh,Deepesh Chauhan,West,2,1809,3618,543,10%,3256
1480,10-11-2024,CUST1505,Female,42,Beauty,Appliance,Latur,Rakesh,Deepesh Chauhan,West,4,1381,5524,773,11%,4916
1905,10-11-2024,CUST1403,Male,58,Beauty,Creams,Latur,Rakesh,Deepesh Chauhan,West,1,1438,1438,129,16%,1207
1326,10-11-2024,CUST735,Female,18,Clothing,Saree,Indore,Jansagar,Deepesh Chauhan,West,3,707,2121,170,17%,1760
1238,11-11-2024,CUST328,Female,39,Beauty,Oils,Lucknow,Ramash,Vishnu Dixit,North,1,1525,1525,92,19%,1235
1096,11-11-2024,CUST1093,Female,44,Clothing,Caps,Delhi,Sanjay,Vishnu Dixit,North,2,1018,2036,162,17%,1689
1170,11-11-2024,CUST1167,Female,25,Clothing,Shirt,Indore,Jansagar,Deepesh Chauhan,West,2,1229,2458,344,11%,2187
1306,11-11-2024,CUST635,Male,54,Electronics,Coumputers,Jaipur,Ankur,Vishnu Dixit,North,1,1747,1747,140,17%,1450
1881,11-11-2024,CUST1307,Male,22,Electronics,Home Aplience,Indore,Jansagar,Deepesh Chauhan,West,1,1905,1905,248,12%,1676
1222,12-11-2024,CUST264,Male,51,Clothing,Caps,Kanpur,Ramash,Vishnu Dixit,North,4,1542,6168,740,13%,5366
1269,13-11-2024,CUST452,Male,25,Clothing,Saree,Tripur,Mahesh,Sukhsagar,South,4,1360,5440,816,10%,4896
1999,13-11-2024,CUST999,Female,36,Electronics,Phone,Kanpur,Ramash,Vishnu Dixit,North,3,1915,5745,862,10%,5170
1059,14-11-2024,CUST1056,Male,62,Clothing,Tshirt,Kolkata,Debojit,Ajit yadav,East,1,1828,1828,274,10%,1645
1375,14-11-2024,CUST980,Male,32,Clothing,Tshirt,Chennai,Mahesh,Sukhsagar,South,1,1762,1762,159,16%,1480
1873,14-11-2024,CUST1275,Female,27,Electronics,Phone,Bhopal,Jansagar,Deepesh Chauhan,West,4,1323,5292,582,14%,4551
1892,14-11-2024,CUST1351,Male,20,Electronics,Beauty Products,Tripur,Mahesh,Sukhsagar,South,1,1047,1047,125,13%,910
1977,14-11-2024,CUST1691,Female,35,Electronics,Gadgets,Jaipur,Ankur,Vishnu Dixit,North,3,1120,3360,235,18%,2755
1399,15-11-2024,CUST1100,Female,64,Beauty,Dry Products,Delhi,Sanjay,Vishnu Dixit,North,2,929,1858,279,10%,1672
1853,15-11-2024,CUST1195,Male,21,Beauty,Appliance,Ernakulam,Mahesh,Sukhsagar,South,2,607,1214,134,14%,1044
1763,15-11-2024,CUST835,Male,34,Clothing,Saree,Kanpur,Ramash,Vishnu Dixit,North,2,667,1334,147,14%,1147
1531,15-11-2024,CUST1760,Male,31,Electronics,Gadgets,Mumbai,Ganesh,Deepesh Chauhan,West,1,739,739,96,12%,650
1414,16-11-2024,CUST1175,Male,48,Beauty,Dry Products,Indore,Jansagar,Deepesh Chauhan,West,4,1243,4972,497,15%,4226
1616,16-11-2024,CUST2185,Male,41,Clothing,Top,Chennai,Mahesh,Sukhsagar,South,2,1973,3946,316,17%,3275
1655,16-11-2024,CUST2380,Female,55,Clothing,Tshirt,Chennai,Mahesh,Sukhsagar,South,1,1979,1979,178,16%,1662
1707,16-11-2024,CUST2640,Female,26,Clothing,Shirt,Vizag,Mahesh,Sukhsagar,South,1,1121,1121,79,18%,919
1082,17-11-2024,CUST1079,Female,32,Beauty,Oils,Delhi,Sanjay,Vishnu Dixit,North,4,753,3012,361,13%,2620
1401,17-11-2024,CUST1110,Female,62,Clothing,Inner Wear,Delhi,Sanjay,Vishnu Dixit,North,1,926,926,120,12%,814
1945,18-11-2024,CUST1563,Male,30,Beauty,Oils,Nagpur,Ganesh,Deepesh Chauhan,West,1,834,834,75,16%,700
1403,18-11-2024,CUST1120,Male,32,Clothing,Pants,Bhopal,Jansagar,Deepesh Chauhan,West,2,1932,3864,425,14%,3323
1887,18-11-2024,CUST1331,Male,59,Clothing,Caps,Latur,Rakesh,Deepesh Chauhan,West,4,558,2232,156,18%,1830
1694,18-11-2024,CUST2575,Female,39,Electronics,Phone,Tripur,Mahesh,Sukhsagar,South,2,924,1848,184,15%,1570
1124,19-11-2024,CUST1121,Male,33,Clothing,Caps,Vizag,Mahesh,Sukhsagar,South,4,1725,6900,690,15%,5865
1187,19-11-2024,CUST1184,Female,64,Clothing,Saree,Vizag,Mahesh,Sukhsagar,South,2,1726,3452,241,18%,2830
1226,19-11-2024,CUST280,Female,61,Clothing,Kurti,Ernakulam,Mahesh,Sukhsagar,South,1,1334,1334,107,17%,1107
1199,20-11-2024,CUST1196,Male,45,Beauty,Oils,Kolkata,Debojit,Ajit yadav,East,3,506,1518,228,10%,1366
1184,20-11-2024,CUST1181,Male,31,Electronics,Home Aplience,Kanpur,Ramash,Vishnu Dixit,North,4,857,3428,342,15%,2913
1227,20-11-2024,CUST284,Male,36,Electronics,Beauty Products,Bhopal,Jansagar,Deepesh Chauhan,West,2,1749,3498,245,18%,2868
1831,20-11-2024,CUST1107,Male,27,Electronics,Coumputers,Mumbai,Ganesh,Deepesh Chauhan,West,4,1112,4448,578,12%,3914
1791,21-11-2024,CUST947,Female,51,Beauty,Dry Products,Delhi,Sanjay,Vishnu Dixit,North,1,608,608,79,12%,535
1631,21-11-2024,CUST2260,Male,56,Electronics,Home Aplience,Indore,Jansagar,Deepesh Chauhan,West,3,1574,4722,614,12%,4155
1813,21-11-2024,CUST1035,Male,52,Electronics,Coumputers,Lucknow,Ramash,Vishnu Dixit,North,3,1045,3135,345,14%,2696
1194,22-11-2024,CUST1191,Male,55,Clothing,Caps,Tripur,Mahesh,Sukhsagar,South,4,1652,6608,660,15%,5616
1065,22-11-2024,CUST1062,Male,51,Electronics,Coumputers,Lucknow,Ramash,Vishnu Dixit,North,4,1995,7980,718,16%,6703
1066,22-11-2024,CUST1063,Female,45,Electronics,Home Aplience,Kanpur,Ramash,Vishnu Dixit,North,1,1612,1612,128,17%,1337
1140,22-11-2024,CUST1137,Male,38,Electronics,Gadgets,Lucknow,Ramash,Vishnu Dixit,North,1,1221,1221,171,11%,1086
1891,22-11-2024,CUST1347,Male,41,Electronics,Office Equipements,Ernakulam,Mahesh,Sukhsagar,South,3,1087,3261,424,12%,2869
1493,23-11-2024,CUST1570,Male,41,Beauty,Oils,Kanpur,Ramash,Vishnu Dixit,North,2,1412,2824,310,14%,2428
1134,23-11-2024,CUST1131,Male,49,Electronics,Office Equipements,Kolkata,Debojit,Ajit yadav,East,1,1740,1740,174,15%,1479
1732,23-11-2024,CUST2765,Male,61,Electronics,Phone,Vizag,Mahesh,Sukhsagar,South,2,1493,2986,358,13%,2597
1621,24-11-2024,CUST2210,Female,40,Beauty,Dry Products,Ernakulam,Mahesh,Sukhsagar,South,2,595,1190,155,12%,1047
1488,24-11-2024,CUST1545,Female,51,Electronics,Beauty Products,Delhi,Sanjay,Vishnu Dixit,North,3,1438,4314,259,19%,3494
1833,25-11-2024,CUST1115,Male,42,Beauty,Oils,Kolkata,Debojit,Ajit yadav,East,4,1718,6872,755,14%,5909
